0,paragraph,0
1.770,paragraph,1
5.040,paragraph,2
13.450,paragraph,3
24.850,paragraph,4
27.700,paragraph,5
35.630,paragraph,6
42.520,paragraph,7
49.400,paragraph,8
SECTION
0,emotion,0
0.110,emotion,1
5.040,emotion,0
13.450,emotion,1
24.850,emotion,5
27.700,emotion,1
35.630,emotion,0
42.520,emotion,1
49.400,emotion,1
SECTION
0,image,0
1.770,image,2
5.040,image,4
8.290,image,5
10.840,image,6
13.450,image,8
16.610,image,9
19.670,image,10
22.320,image,11
24.850,image,13
27.700,image,15
29.050,image,16
31.460,image,17
35.630,image,19
39.110,image,20
42.520,image,22
46.310,image,23
49.400,image,25
51.890,image,26
SECTION
0.000,pose,2
0.690,pose,0
1.770,pose,4
2.640,pose,2
5.040,pose,0
5.840,pose,1
8.290,pose,4
10.840,pose,0
11.760,pose,1
13.450,pose,3
13.970,pose,0
16.610,pose,4
17.860,pose,3
19.670,pose,2
21.170,pose,4
22.320,pose,0
24.850,pose,2
27.700,pose,1
29.050,pose,3
30.240,pose,2
31.460,pose,4
33.160,pose,3
35.630,pose,2
35.630,pose,4
39.110,pose,1
40.090,pose,2
42.520,pose,0
43.320,pose,1
44.350,pose,4
46.310,pose,0
49.400,pose,1
50.720,pose,3
51.890,pose,0
SECTION
0,phoneme,m
0.110,phoneme,t
0.150,phoneme,u
0.220,phoneme,t
0.280,phoneme,m
0.340,phoneme,a
0.420,phoneme,u
0.480,phoneme,t
0.500,phoneme,a
0.580,phoneme,t
0.690,phoneme,a
0.790,phoneme,t
0.890,phoneme,a
1.000,phoneme,y
1.110,phoneme,m
1.770,phoneme,y
1.920,phoneme,a
2.030,phoneme,t
2.640,phoneme,a
2.730,phoneme,t
2.860,phoneme,m
2.940,phoneme,a
3.075,phoneme,y
3.630,phoneme,t
3.870,phoneme,a
3.970,phoneme,m
4.090,phoneme,a
4.190,phoneme,y
4.290,phoneme,m
5.040,phoneme,f
5.110,phoneme,u
5.220,phoneme,t
5.360,phoneme,a
5.470,phoneme,f
5.840,phoneme,t
5.910,phoneme,a
5.950,phoneme,t
6.010,phoneme,a
6.015,phoneme,u
6.130,phoneme,a
6.190,phoneme,t
6.320,phoneme,a
6.380,phoneme,t
6.460,phoneme,a
6.540,phoneme,t
6.610,phoneme,a
6.670,phoneme,f
6.740,phoneme,u
6.820,phoneme,a
6.890,phoneme,t
6.960,phoneme,u
7.010,phoneme,a
7.040,phoneme,t
7.110,phoneme,a
7.190,phoneme,t
7.290,phoneme,a
7.350,phoneme,t
8.290,phoneme,y
8.370,phoneme,a
8.430,phoneme,t
8.540,phoneme,m
8.630,phoneme,a
8.670,phoneme,y
8.710,phoneme,a
8.810,phoneme,t
8.880,phoneme,a
8.950,phoneme,t
9.570,phoneme,a
9.650,phoneme,t
9.680,phoneme,u
9.770,phoneme,a
9.810,phoneme,t
9.880,phoneme,m
9.940,phoneme,a
9.985,phoneme,u
10.030,phoneme,t
10.140,phoneme,y
10.210,phoneme,a
10.235,phoneme,y
10.260,phoneme,m
10.320,phoneme,a
10.375,phoneme,y
10.430,phoneme,t
10.520,phoneme,u
10.600,phoneme,a
10.690,phoneme,t
10.840,phoneme,m
10.900,phoneme,a
10.960,phoneme,t
11.100,phoneme,y
11.230,phoneme,a
11.360,phoneme,y
11.760,phoneme,y
11.850,phoneme,u
11.940,phoneme,t
11.990,phoneme,a
12.050,phoneme,f
12.120,phoneme,a
12.160,phoneme,t
12.170,phoneme,a
12.270,phoneme,t
12.340,phoneme,y
12.390,phoneme,a
12.425,phoneme,y
12.490,phoneme,a
12.560,phoneme,y
12.630,phoneme,m
12.700,phoneme,t
13.450,phoneme,a
13.520,phoneme,t
13.710,phoneme,a
13.835,phoneme,u
13.970,phoneme,a
14.100,phoneme,y
14.210,phoneme,t
14.270,phoneme,a
14.320,phoneme,t
14.430,phoneme,y
14.520,phoneme,a
14.610,phoneme,u
14.670,phoneme,t
14.770,phoneme,u
14.980,phoneme,t
15.060,phoneme,a
15.130,phoneme,t
15.190,phoneme,a
15.250,phoneme,m
15.310,phoneme,a
15.340,phoneme,u
15.370,phoneme,t
15.470,phoneme,a
15.540,phoneme,m
15.640,phoneme,a
15.690,phoneme,y
15.740,phoneme,a
15.890,phoneme,f
16.050,phoneme,m
16.610,phoneme,m
16.690,phoneme,a
16.750,phoneme,t
16.810,phoneme,a
16.870,phoneme,t
16.960,phoneme,f
17.040,phoneme,a
17.100,phoneme,u
17.180,phoneme,a
17.215,phoneme,y
17.250,phoneme,t
17.380,phoneme,u
17.530,phoneme,t
17.860,phoneme,y
17.940,phoneme,u
18.040,phoneme,y
18.060,phoneme,m
18.120,phoneme,a
18.160,phoneme,y
18.200,phoneme,t
18.260,phoneme,a
18.320,phoneme,t
18.370,phoneme,a
18.440,phoneme,t
18.530,phoneme,m
18.570,phoneme,a
18.640,phoneme,t
18.710,phoneme,a
18.780,phoneme,t
19.080,phoneme,a
19.090,phoneme,t
19.190,phoneme,u
19.370,phoneme,t
19.670,phoneme,u
19.760,phoneme,a
19.810,phoneme,t
19.900,phoneme,m
19.980,phoneme,a
20.110,phoneme,m
20.200,phoneme,t
20.290,phoneme,u
20.360,phoneme,a
20.405,phoneme,y
20.450,phoneme,t
20.650,phoneme,u
20.790,phoneme,a
20.855,phoneme,y
20.920,phoneme,a
20.930,phoneme,t
21.170,phoneme,u
21.340,phoneme,a
21.385,phoneme,y
21.430,phoneme,f
21.480,phoneme,t
21.630,phoneme,u
21.690,phoneme,a
21.760,phoneme,t
21.850,phoneme,a
21.940,phoneme,t
22.320,phoneme,a
22.390,phoneme,t
22.480,phoneme,a
22.540,phoneme,u
22.580,phoneme,a
22.660,phoneme,f
22.730,phoneme,u
22.800,phoneme,a
22.860,phoneme,t
22.920,phoneme,a
23.000,phoneme,t
23.170,phoneme,u
23.230,phoneme,a
23.280,phoneme,t
23.400,phoneme,a
23.450,phoneme,t
23.490,phoneme,y
23.550,phoneme,u
23.650,phoneme,y
23.720,phoneme,a
23.820,phoneme,t
24.850,phoneme,t
24.930,phoneme,a
24.980,phoneme,t
25.020,phoneme,a
25.060,phoneme,t
25.170,phoneme,a
25.230,phoneme,t
25.390,phoneme,a
25.430,phoneme,u
25.470,phoneme,t
25.560,phoneme,y
25.600,phoneme,a
25.635,phoneme,y
25.670,phoneme,t
25.780,phoneme,a
25.840,phoneme,m
25.970,phoneme,u
26.080,phoneme,f
26.150,phoneme,a
26.190,phoneme,t
26.320,phoneme,u
26.440,phoneme,a
26.480,phoneme,y
26.520,phoneme,t
26.580,phoneme,a
26.650,phoneme,t
26.720,phoneme,a
26.780,phoneme,y
26.850,phoneme,a
26.910,phoneme,m
26.960,phoneme,u
27.050,phoneme,a
27.085,phoneme,y
27.120,phoneme,t
27.700,phoneme,t
27.780,phoneme,a
27.830,phoneme,t
27.920,phoneme,a
27.970,phoneme,m
28.030,phoneme,a
28.100,phoneme,t
28.180,phoneme,a
28.230,phoneme,t
28.290,phoneme,a
28.350,phoneme,t
29.050,phoneme,t
29.130,phoneme,a
29.200,phoneme,t
29.300,phoneme,a
29.380,phoneme,t
29.580,phoneme,a
29.640,phoneme,y
29.700,phoneme,t
29.740,phoneme,a
