0,paragraph,0
SECTION
0,emotion,0
0.140,emotion,0
38.170,emotion,1
68.070,emotion,2
94.410,emotion,3
118.670,emotion,4
147.920,emotion,5
SECTION
0,image,0
7.930,image,1
17.320,image,2
23.760,image,3
31.040,image,4
38.170,image,5
43.320,image,6
49.630,image,7
55.820,image,8
61.740,image,9
68.070,image,10
73.650,image,11
78.520,image,12
83.800,image,13
89.150,image,14
94.410,image,15
99.800,image,16
104.750,image,17
109.450,image,18
114.830,image,19
118.670,image,20
124.730,image,21
131.100,image,22
136.670,image,23
142.320,image,24
147.920,image,25
153.400,image,26
158.830,image,27
164.050,image,28
169.380,image,29
SECTION
0.000,pose,4
7.930,pose,1
17.320,pose,0
23.760,pose,2
31.040,pose,4
38.170,pose,0
43.320,pose,1
49.630,pose,4
55.820,pose,0
61.740,pose,2
68.070,pose,1
73.650,pose,4
78.520,pose,3
83.800,pose,1
89.150,pose,2
94.410,pose,4
99.800,pose,3
104.750,pose,0
109.450,pose,1
114.830,pose,3
118.670,pose,4
124.730,pose,2
131.100,pose,3
136.670,pose,4
142.320,pose,2
147.920,pose,3
153.400,pose,1
158.830,pose,0
164.050,pose,3
169.380,pose,4
SECTION
0,phoneme,m
0.140,phoneme,t
0.150,phoneme,a
0.200,phoneme,t
0.280,phoneme,a
0.350,phoneme,y
0.420,phoneme,u
0.600,phoneme,t
0.660,phoneme,a
0.690,phoneme,u
0.720,phoneme,a
0.790,phoneme,t
0.900,phoneme,a
0.970,phoneme,t
1.160,phoneme,a
1.240,phoneme,u
1.320,phoneme,t
1.410,phoneme,f
1.480,phoneme,u
1.530,phoneme,m
1.600,phoneme,t
1.650,phoneme,a
1.700,phoneme,f
1.790,phoneme,a
1.850,phoneme,t
1.950,phoneme,a
2.020,phoneme,m
2.070,phoneme,a
2.130,phoneme,t
2.270,phoneme,a
2.310,phoneme,y
2.430,phoneme,t
2.590,phoneme,a
2.650,phoneme,t
2.850,phoneme,u
2.940,phoneme,a
3.080,phoneme,t
3.170,phoneme,u
3.260,phoneme,y
3.330,phoneme,a
3.380,phoneme,y
3.440,phoneme,m
3.530,phoneme,a
3.610,phoneme,y
3.680,phoneme,t
3.760,phoneme,a
3.830,phoneme,u
3.930,phoneme,a
3.990,phoneme,t
4.130,phoneme,u
4.190,phoneme,t
4.390,phoneme,a
4.480,phoneme,t
4.610,phoneme,a
4.690,phoneme,t
4.800,phoneme,u
4.870,phoneme,a
4.910,phoneme,t
5.020,phoneme,a
5.100,phoneme,y
5.180,phoneme,t
5.560,phoneme,a
5.680,phoneme,m
5.810,phoneme,u
5.880,phoneme,a
5.920,phoneme,y
5.960,phoneme,t
6.070,phoneme,a
6.130,phoneme,y
6.190,phoneme,t
6.260,phoneme,f
6.350,phoneme,a
6.440,phoneme,u
6.700,phoneme,t
7.930,phoneme,y
7.990,phoneme,a
